SMILES,Bioavailability,Source,Category,Collection_Date,Data_Quality
CN1C=NC2=C1C(=O)N(C(=O)N2C)C,94.89239198973173,ChEMBL,High,2026-03-10,Experimental
CC(C)NCC(COc1ccccc1)O,38.883527003915795,ChEMBL,Medium,2026-03-10,Experimental
CC(=O)Nc1ccc(O)cc1,85.87736092838759,ChEMBL,High,2026-03-10,Experimental
c1ccc(cc1)c2ccccc2,42.87832060264467,ChEMBL,Medium,2026-03-10,Experimental
c1ccc(cc1)c2ccc(cc2)c3ccccc3,14.50719288688407,ChEMBL,Low,2026-03-10,Experimental
CC(C)(C)c1ccc(O)cc1,28.631575492256587,ChEMBL,Low,2026-03-10,Experimental
Cc1ccccc1C(=O)O,65.71007445543614,ChEMBL,Medium,2026-03-10,Experimental
CCOc1ccc(cc1)C(=O)O,63.00806170548293,ChEMBL,Medium,2026-03-10,Experimental
CC(C)Cc1ccc(cc1)C(C)C(=O)O,79.6804497869918,ChEMBL,Medium,2026-03-10,Experimental
CC(=O)Oc1ccccc1C(=O)O,74.85997976173026,ChEMBL,Medium,2026-03-10,Experimental
CN1C=NC2=C1C(=O)N(C(=O)N2C)C,95.67872541989772,ChEMBL,High,2026-03-10,Experimental
CC(C)NCC(COc1ccccc1)O,39.8550001593262,ChEMBL,Medium,2026-03-10,Experimental
CC(=O)Nc1ccc(O)cc1,90.87538196290012,ChEMBL,High,2026-03-10,Experimental
c1ccc(cc1)c2ccccc2,43.51547915930713,ChEMBL,Medium,2026-03-10,Experimental
c1ccc(cc1)c2ccc(cc2)c3ccccc3,15.21994215880825,ChEMBL,Low,2026-03-10,Experimental
CC(C)(C)c1ccc(O)cc1,28.51465763857082,ChEMBL,Low,2026-03-10,Experimental
Cc1ccccc1C(=O)O,70.2739256557641,ChEMBL,Medium,2026-03-10,Experimental
CCOc1ccc(cc1)C(=O)O,65.47159856733447,ChEMBL,Medium,2026-03-10,Experimental
CC(C)Cc1ccc(cc1)C(C)C(=O)O,79.49515123299402,ChEMBL,Medium,2026-03-10,Experimental
CC(=O)Oc1ccccc1C(=O)O,64.11269940868927,ChEMBL,Medium,2026-03-10,Experimental
CN1C=NC2=C1C(=O)N(C(=O)N2C)C,91.77763554939499,ChEMBL,High,2026-03-10,Experimental
CC(C)NCC(COc1ccccc1)O,45.086777683235326,ChEMBL,Medium,2026-03-10,Experimental
CC(=O)Nc1ccc(O)cc1,90.29489334547296,ChEMBL,High,2026-03-10,Experimental
c1ccc(cc1)c2ccccc2,47.74089964889195,ChEMBL,Medium,2026-03-10,Experimental
c1ccc(cc1)c2ccc(cc2)c3ccccc3,13.32587875586965,ChEMBL,Low,2026-03-10,Experimental
CC(C)(C)c1ccc(O)cc1,23.1200122101113,ChEMBL,Low,2026-03-10,Experimental
Cc1ccccc1C(=O)O,66.3606420602713,ChEMBL,Medium,2026-03-10,Experimental
CCOc1ccc(cc1)C(=O)O,63.175058384166185,ChEMBL,Medium,2026-03-10,Experimental
CC(C)Cc1ccc(cc1)C(C)C(=O)O,79.84734012087941,ChEMBL,Medium,2026-03-10,Experimental
CC(=O)Oc1ccccc1C(=O)O,61.631292210553475,ChEMBL,Medium,2026-03-10,Experimental
CN1C=NC2=C1C(=O)N(C(=O)N2C)C,93.23671074825046,ChEMBL,High,2026-03-10,Experimental
CC(C)NCC(COc1ccccc1)O,41.694791465184565,ChEMBL,Medium,2026-03-10,Experimental
CC(=O)Nc1ccc(O)cc1,88.47477216385761,ChEMBL,High,2026-03-10,Experimental
c1ccc(cc1)c2ccccc2,45.117685998287186,ChEMBL,Medium,2026-03-10,Experimental
c1ccc(cc1)c2ccc(cc2)c3ccccc3,16.654103988554585,ChEMBL,Low,2026-03-10,Experimental
CC(C)(C)c1ccc(O)cc1,22.54705516754408,ChEMBL,Low,2026-03-10,Experimental
Cc1ccccc1C(=O)O,66.8365460143028,ChEMBL,Medium,2026-03-10,Experimental
CCOc1ccc(cc1)C(=O)O,61.002955926257435,ChEMBL,Medium,2026-03-10,Experimental
CC(C)Cc1ccc(cc1)C(C)C(=O)O,77.44175413982454,ChEMBL,Medium,2026-03-10,Experimental
CC(=O)Oc1ccccc1C(=O)O,63.319198390567365,ChEMBL,Medium,2026-03-10,Experimental
CN1C=NC2=C1C(=O)N(C(=O)N2C)C,96.96242132119086,ChEMBL,High,2026-03-10,Experimental
CC(C)NCC(COc1ccccc1)O,41.874396725279034,ChEMBL,Medium,2026-03-10,Experimental
CC(=O)Nc1ccc(O)cc1,91.84758885424894,ChEMBL,High,2026-03-10,Experimental
c1ccc(cc1)c2ccccc2,48.828368714185075,ChEMBL,Medium,2026-03-10,Experimental
c1ccc(cc1)c2ccc(cc2)c3ccccc3,16.290441866729967,ChEMBL,Low,2026-03-10,Experimental
CC(C)(C)c1ccc(O)cc1,24.11621548176055,ChEMBL,Low,2026-03-10,Experimental
Cc1ccccc1C(=O)O,61.69214986916444,ChEMBL,Medium,2026-03-10,Experimental
CCOc1ccc(cc1)C(=O)O,57.09785819932549,ChEMBL,Medium,2026-03-10,Experimental
CC(C)Cc1ccc(cc1)C(C)C(=O)O,85.50015572515771,ChEMBL,High,2026-03-10,Experimental
CC(=O)Oc1ccccc1C(=O)O,68.44202111951596,ChEMBL,Medium,2026-03-10,Experimental
CN1C=NC2=C1C(=O)N(C(=O)N2C)C,93.17248892314194,ChEMBL,High,2026-03-10,Experimental
CC(C)NCC(COc1ccccc1)O,41.678297602765326,ChEMBL,Medium,2026-03-10,Experimental
CC(=O)Nc1ccc(O)cc1,86.93149579551232,ChEMBL,High,2026-03-10,Experimental
c1ccc(cc1)c2ccccc2,40.674966378533284,ChEMBL,Medium,2026-03-10,Experimental
c1ccc(cc1)c2ccc(cc2)c3ccccc3,18.170489609952998,ChEMBL,Low,2026-03-10,Experimental
CC(C)(C)c1ccc(O)cc1,23.586760276686736,ChEMBL,Low,2026-03-10,Experimental
Cc1ccccc1C(=O)O,63.32948764591157,ChEMBL,Medium,2026-03-10,Experimental
CCOc1ccc(cc1)C(=O)O,59.952820572211,ChEMBL,Medium,2026-03-10,Experimental
CC(C)Cc1ccc(cc1)C(C)C(=O)O,78.45253566219804,ChEMBL,Medium,2026-03-10,Experimental
CC(=O)Oc1ccccc1C(=O)O,66.44535356133149,ChEMBL,Medium,2026-03-10,Experimental
CN1C=NC2=C1C(=O)N(C(=O)N2C)C,99.0,ChEMBL,High,2026-03-10,Experimental
CC(C)NCC(COc1ccccc1)O,43.27306060538809,ChEMBL,Medium,2026-03-10,Experimental
CC(=O)Nc1ccc(O)cc1,88.6126034423805,ChEMBL,High,2026-03-10,Experimental
c1ccc(cc1)c2ccccc2,42.87072677897348,ChEMBL,Medium,2026-03-10,Experimental
c1ccc(cc1)c2ccc(cc2)c3ccccc3,13.778736816251428,ChEMBL,Low,2026-03-10,Experimental
CC(C)(C)c1ccc(O)cc1,25.601916272389722,ChEMBL,Low,2026-03-10,Experimental
Cc1ccccc1C(=O)O,64.75672420460948,ChEMBL,Medium,2026-03-10,Experimental
CCOc1ccc(cc1)C(=O)O,61.57485817051731,ChEMBL,Medium,2026-03-10,Experimental
CC(C)Cc1ccc(cc1)C(C)C(=O)O,78.63391924964938,ChEMBL,Medium,2026-03-10,Experimental
CC(=O)Oc1ccccc1C(=O)O,69.79053776378329,ChEMBL,Medium,2026-03-10,Experimental
CN1C=NC2=C1C(=O)N(C(=O)N2C)C,96.98584310404937,ChEMBL,High,2026-03-10,Experimental
CC(C)NCC(COc1ccccc1)O,38.818958954397445,ChEMBL,Medium,2026-03-10,Experimental
CC(=O)Nc1ccc(O)cc1,91.00103836021543,ChEMBL,High,2026-03-10,Experimental
c1ccc(cc1)c2ccccc2,47.635799016806594,ChEMBL,Medium,2026-03-10,Experimental
c1ccc(cc1)c2ccc(cc2)c3ccccc3,17.67952369591148,ChEMBL,Low,2026-03-10,Experimental
CC(C)(C)c1ccc(O)cc1,27.050242263132873,ChEMBL,Low,2026-03-10,Experimental
Cc1ccccc1C(=O)O,67.000513870169,ChEMBL,Medium,2026-03-10,Experimental
CCOc1ccc(cc1)C(=O)O,55.222585529933205,ChEMBL,Medium,2026-03-10,Experimental
CC(C)Cc1ccc(cc1)C(C)C(=O)O,77.96052534458505,ChEMBL,Medium,2026-03-10,Experimental
CC(=O)Oc1ccccc1C(=O)O,68.02196616878257,ChEMBL,Medium,2026-03-10,Experimental
CN1C=NC2=C1C(=O)N(C(=O)N2C)C,97.59702359548231,ChEMBL,High,2026-03-10,Experimental
CC(C)NCC(COc1ccccc1)O,40.68951379706559,ChEMBL,Medium,2026-03-10,Experimental
CC(=O)Nc1ccc(O)cc1,91.07837337467262,ChEMBL,High,2026-03-10,Experimental
c1ccc(cc1)c2ccccc2,49.00203447949753,ChEMBL,Medium,2026-03-10,Experimental
c1ccc(cc1)c2ccc(cc2)c3ccccc3,14.364925223496929,ChEMBL,Low,2026-03-10,Experimental
CC(C)(C)c1ccc(O)cc1,22.69607997065512,ChEMBL,Low,2026-03-10,Experimental
Cc1ccccc1C(=O)O,69.28498152718223,ChEMBL,Medium,2026-03-10,Experimental
CCOc1ccc(cc1)C(=O)O,57.56016785939348,ChEMBL,Medium,2026-03-10,Experimental
CC(C)Cc1ccc(cc1)C(C)C(=O)O,78.68863081704333,ChEMBL,Medium,2026-03-10,Experimental
CC(=O)Oc1ccccc1C(=O)O,64.11205531465276,ChEMBL,Medium,2026-03-10,Experimental
CN1C=NC2=C1C(=O)N(C(=O)N2C)C,97.30725445002358,ChEMBL,High,2026-03-10,Experimental
CC(C)NCC(COc1ccccc1)O,36.840074224837004,ChEMBL,Medium,2026-03-10,Experimental
CC(=O)Nc1ccc(O)cc1,86.13337456072516,ChEMBL,High,2026-03-10,Experimental
c1ccc(cc1)c2ccccc2,46.032049719015575,ChEMBL,Medium,2026-03-10,Experimental
c1ccc(cc1)c2ccc(cc2)c3ccccc3,21.304177898572703,ChEMBL,Low,2026-03-10,Experimental
CC(C)(C)c1ccc(O)cc1,24.164833950387614,ChEMBL,Low,2026-03-10,Experimental
Cc1ccccc1C(=O)O,62.783347284694884,ChEMBL,Medium,2026-03-10,Experimental
CCOc1ccc(cc1)C(=O)O,57.852120931708285,ChEMBL,Medium,2026-03-10,Experimental
CC(C)Cc1ccc(cc1)C(C)C(=O)O,78.22547345311294,ChEMBL,Medium,2026-03-10,Experimental
CC(=O)Oc1ccccc1C(=O)O,70.47073280454008,ChEMBL,Medium,2026-03-10,Experimental
CN1C=NC2=C1C(=O)N(C(=O)N2C)C,98.36983461341184,ChEMBL,High,2026-03-10,Experimental
CC(C)NCC(COc1ccccc1)O,41.28299095066391,ChEMBL,Medium,2026-03-10,Experimental
CC(=O)Nc1ccc(O)cc1,93.48286630728231,ChEMBL,High,2026-03-10,Experimental
c1ccc(cc1)c2ccccc2,42.56356877641329,ChEMBL,Medium,2026-03-10,Experimental
c1ccc(cc1)c2ccc(cc2)c3ccccc3,18.42085635890332,ChEMBL,Low,2026-03-10,Experimental
CC(C)(C)c1ccc(O)cc1,28.81707876903323,ChEMBL,Low,2026-03-10,Experimental
Cc1ccccc1C(=O)O,65.12811218497914,ChEMBL,Medium,2026-03-10,Experimental
CCOc1ccc(cc1)C(=O)O,61.244384804191625,ChEMBL,Medium,2026-03-10,Experimental
CC(C)Cc1ccc(cc1)C(C)C(=O)O,80.21468466598259,ChEMBL,High,2026-03-10,Experimental
CC(=O)Oc1ccccc1C(=O)O,67.53591978210052,ChEMBL,Medium,2026-03-10,Experimental
CN1C=NC2=C1C(=O)N(C(=O)N2C)C,92.26333116888642,ChEMBL,High,2026-03-10,Experimental
CC(C)NCC(COc1ccccc1)O,38.1107355027033,ChEMBL,Medium,2026-03-10,Experimental
CC(=O)Nc1ccc(O)cc1,78.76861393154181,ChEMBL,Medium,2026-03-10,Experimental
c1ccc(cc1)c2ccccc2,38.9884323687934,ChEMBL,Medium,2026-03-10,Experimental
c1ccc(cc1)c2ccc(cc2)c3ccccc3,11.294243308822473,ChEMBL,Low,2026-03-10,Experimental
CC(C)(C)c1ccc(O)cc1,26.687471804718108,ChEMBL,Low,2026-03-10,Experimental
Cc1ccccc1C(=O)O,69.23286384870737,ChEMBL,Medium,2026-03-10,Experimental
CCOc1ccc(cc1)C(=O)O,62.9804710457081,ChEMBL,Medium,2026-03-10,Experimental
CC(C)Cc1ccc(cc1)C(C)C(=O)O,84.28026914977207,ChEMBL,High,2026-03-10,Experimental
CC(=O)Oc1ccccc1C(=O)O,69.86944234756861,ChEMBL,Medium,2026-03-10,Experimental
CN1C=NC2=C1C(=O)N(C(=O)N2C)C,98.22696996450323,ChEMBL,High,2026-03-10,Experimental
CC(C)NCC(COc1ccccc1)O,40.01790747796552,ChEMBL,Medium,2026-03-10,Experimental
CC(=O)Nc1ccc(O)cc1,76.89746932390055,ChEMBL,Medium,2026-03-10,Experimental
c1ccc(cc1)c2ccccc2,35.0926898273456,ChEMBL,Medium,2026-03-10,Experimental
c1ccc(cc1)c2ccc(cc2)c3ccccc3,14.418546249728541,ChEMBL,Low,2026-03-10,Experimental
CC(C)(C)c1ccc(O)cc1,25.332494629407673,ChEMBL,Low,2026-03-10,Experimental
Cc1ccccc1C(=O)O,63.097107622492175,ChEMBL,Medium,2026-03-10,Experimental
CCOc1ccc(cc1)C(=O)O,52.767077073547284,ChEMBL,Medium,2026-03-10,Experimental
CC(C)Cc1ccc(cc1)C(C)C(=O)O,78.81989026547681,ChEMBL,Medium,2026-03-10,Experimental
CC(=O)Oc1ccccc1C(=O)O,69.96920738391687,ChEMBL,Medium,2026-03-10,Experimental
CN1C=NC2=C1C(=O)N(C(=O)N2C)C,95.50969800934047,ChEMBL,High,2026-03-10,Experimental
CC(C)NCC(COc1ccccc1)O,37.99442752493096,ChEMBL,Medium,2026-03-10,Experimental
CC(=O)Nc1ccc(O)cc1,90.95518997706893,ChEMBL,High,2026-03-10,Experimental
c1ccc(cc1)c2ccccc2,49.53988440196637,ChEMBL,Medium,2026-03-10,Experimental
c1ccc(cc1)c2ccc(cc2)c3ccccc3,14.230494503654562,ChEMBL,Low,2026-03-10,Experimental
CC(C)(C)c1ccc(O)cc1,29.261870825874066,ChEMBL,Low,2026-03-10,Experimental
Cc1ccccc1C(=O)O,64.60142079345428,ChEMBL,Medium,2026-03-10,Experimental
CCOc1ccc(cc1)C(=O)O,60.774248243966035,ChEMBL,Medium,2026-03-10,Experimental
CC(C)Cc1ccc(cc1)C(C)C(=O)O,76.43982863948206,ChEMBL,Medium,2026-03-10,Experimental
CC(=O)Oc1ccccc1C(=O)O,64.18044403607688,ChEMBL,Medium,2026-03-10,Experimental
CN1C=NC2=C1C(=O)N(C(=O)N2C)C,96.66776900801203,ChEMBL,High,2026-03-10,Experimental
CC(C)NCC(COc1ccccc1)O,38.76571063952293,ChEMBL,Medium,2026-03-10,Experimental
CC(=O)Nc1ccc(O)cc1,93.27569344681419,ChEMBL,High,2026-03-10,Experimental
c1ccc(cc1)c2ccccc2,45.877381842482336,ChEMBL,Medium,2026-03-10,Experimental
c1ccc(cc1)c2ccc(cc2)c3ccccc3,14.944101033539468,ChEMBL,Low,2026-03-10,Experimental
CC(C)(C)c1ccc(O)cc1,22.707675341003604,ChEMBL,Low,2026-03-10,Experimental
Cc1ccccc1C(=O)O,62.829306957382904,ChEMBL,Medium,2026-03-10,Experimental
CCOc1ccc(cc1)C(=O)O,58.3903577161364,ChEMBL,Medium,2026-03-10,Experimental
CC(C)Cc1ccc(cc1)C(C)C(=O)O,79.4431776489545,ChEMBL,Medium,2026-03-10,Experimental
CC(=O)Oc1ccccc1C(=O)O,65.04148499349492,ChEMBL,Medium,2026-03-10,Experimental
CN1C=NC2=C1C(=O)N(C(=O)N2C)C,95.40396269257026,ChEMBL,High,2026-03-10,Experimental
CC(C)NCC(COc1ccccc1)O,34.76492714988441,ChEMBL,Medium,2026-03-10,Experimental
CC(=O)Nc1ccc(O)cc1,86.59761966908111,ChEMBL,High,2026-03-10,Experimental
c1ccc(cc1)c2ccccc2,40.93056045402247,ChEMBL,Medium,2026-03-10,Experimental
c1ccc(cc1)c2ccc(cc2)c3ccccc3,17.789448044367898,ChEMBL,Low,2026-03-10,Experimental
CC(C)(C)c1ccc(O)cc1,24.178760610079603,ChEMBL,Low,2026-03-10,Experimental
Cc1ccccc1C(=O)O,68.10850541378315,ChEMBL,Medium,2026-03-10,Experimental
CCOc1ccc(cc1)C(=O)O,61.93997395606556,ChEMBL,Medium,2026-03-10,Experimental
CC(C)Cc1ccc(cc1)C(C)C(=O)O,84.08809268326814,ChEMBL,High,2026-03-10,Experimental
CC(=O)Oc1ccccc1C(=O)O,64.62955085309356,ChEMBL,Medium,2026-03-10,Experimental
CN1C=NC2=C1C(=O)N(C(=O)N2C)C,96.34423657306573,ChEMBL,High,2026-03-10,Experimental
CC(C)NCC(COc1ccccc1)O,37.51253223323007,ChEMBL,Medium,2026-03-10,Experimental
CC(=O)Nc1ccc(O)cc1,82.3640932960934,ChEMBL,High,2026-03-10,Experimental
c1ccc(cc1)c2ccccc2,43.30835094760256,ChEMBL,Medium,2026-03-10,Experimental
c1ccc(cc1)c2ccc(cc2)c3ccccc3,13.297909402082867,ChEMBL,Low,2026-03-10,Experimental
CC(C)(C)c1ccc(O)cc1,25.760970016712324,ChEMBL,Low,2026-03-10,Experimental
Cc1ccccc1C(=O)O,69.29695394946619,ChEMBL,Medium,2026-03-10,Experimental
CCOc1ccc(cc1)C(=O)O,63.18603135999508,ChEMBL,Medium,2026-03-10,Experimental
CC(C)Cc1ccc(cc1)C(C)C(=O)O,86.55688798935847,ChEMBL,High,2026-03-10,Experimental
CC(=O)Oc1ccccc1C(=O)O,66.80306595272536,ChEMBL,Medium,2026-03-10,Experimental
CN1C=NC2=C1C(=O)N(C(=O)N2C)C,91.2256866465163,ChEMBL,High,2026-03-10,Experimental
CC(C)NCC(COc1ccccc1)O,38.64569486921868,ChEMBL,Medium,2026-03-10,Experimental
CC(=O)Nc1ccc(O)cc1,92.01084830544787,ChEMBL,High,2026-03-10,Experimental
c1ccc(cc1)c2ccccc2,46.42669418329763,ChEMBL,Medium,2026-03-10,Experimental
c1ccc(cc1)c2ccc(cc2)c3ccccc3,15.789379851558204,ChEMBL,Low,2026-03-10,Experimental
CC(C)(C)c1ccc(O)cc1,23.144942215312923,ChEMBL,Low,2026-03-10,Experimental
Cc1ccccc1C(=O)O,65.68604104692136,ChEMBL,Medium,2026-03-10,Experimental
CCOc1ccc(cc1)C(=O)O,63.510101739796305,ChEMBL,Medium,2026-03-10,Experimental
CC(C)Cc1ccc(cc1)C(C)C(=O)O,79.7931890634978,ChEMBL,Medium,2026-03-10,Experimental
CC(=O)Oc1ccccc1C(=O)O,65.82526234278592,ChEMBL,Medium,2026-03-10,Experimental
CN1C=NC2=C1C(=O)N(C(=O)N2C)C,96.74252299737742,ChEMBL,High,2026-03-10,Experimental
CC(C)NCC(COc1ccccc1)O,34.1854140195054,ChEMBL,Medium,2026-03-10,Experimental
CC(=O)Nc1ccc(O)cc1,87.67854651748318,ChEMBL,High,2026-03-10,Experimental
c1ccc(cc1)c2ccccc2,45.99019644585071,ChEMBL,Medium,2026-03-10,Experimental
c1ccc(cc1)c2ccc(cc2)c3ccccc3,10.196045871951846,ChEMBL,Low,2026-03-10,Experimental
CC(C)(C)c1ccc(O)cc1,26.11829551375123,ChEMBL,Low,2026-03-10,Experimental
Cc1ccccc1C(=O)O,64.22572852074907,ChEMBL,Medium,2026-03-10,Experimental
CCOc1ccc(cc1)C(=O)O,60.9423363239266,ChEMBL,Medium,2026-03-10,Experimental
CC(C)Cc1ccc(cc1)C(C)C(=O)O,81.5793404498596,ChEMBL,High,2026-03-10,Experimental
CC(=O)Oc1ccccc1C(=O)O,69.19414039638141,ChEMBL,Medium,2026-03-10,Experimental
CN1C=NC2=C1C(=O)N(C(=O)N2C)C,99.0,ChEMBL,High,2026-03-10,Experimental
CC(C)NCC(COc1ccccc1)O,35.57200852727919,ChEMBL,Medium,2026-03-10,Experimental
CC(=O)Nc1ccc(O)cc1,83.35858591975021,ChEMBL,High,2026-03-10,Experimental
c1ccc(cc1)c2ccccc2,49.059529834998884,ChEMBL,Medium,2026-03-10,Experimental
c1ccc(cc1)c2ccc(cc2)c3ccccc3,16.87586468623073,ChEMBL,Low,2026-03-10,Experimental
CC(C)(C)c1ccc(O)cc1,25.88889320211442,ChEMBL,Low,2026-03-10,Experimental
Cc1ccccc1C(=O)O,63.21997718859193,ChEMBL,Medium,2026-03-10,Experimental
CCOc1ccc(cc1)C(=O)O,60.81204532279954,ChEMBL,Medium,2026-03-10,Experimental
CC(C)Cc1ccc(cc1)C(C)C(=O)O,83.47378734726615,ChEMBL,High,2026-03-10,Experimental
CC(=O)Oc1ccccc1C(=O)O,67.31203840990462,ChEMBL,Medium,2026-03-10,Experimental
CN1C=NC2=C1C(=O)N(C(=O)N2C)C,94.600806016029,ChEMBL,High,2026-03-10,Experimental
CC(C)NCC(COc1ccccc1)O,37.06422468157593,ChEMBL,Medium,2026-03-10,Experimental
CC(=O)Nc1ccc(O)cc1,89.55379432589757,ChEMBL,High,2026-03-10,Experimental
c1ccc(cc1)c2ccccc2,45.97099468818719,ChEMBL,Medium,2026-03-10,Experimental
c1ccc(cc1)c2ccc(cc2)c3ccccc3,19.420234741600527,ChEMBL,Low,2026-03-10,Experimental
CC(C)(C)c1ccc(O)cc1,21.4998618431203,ChEMBL,Low,2026-03-10,Experimental
Cc1ccccc1C(=O)O,65.32756216535137,ChEMBL,Medium,2026-03-10,Experimental
CCOc1ccc(cc1)C(=O)O,56.257367451237606,ChEMBL,Medium,2026-03-10,Experimental
CC(C)Cc1ccc(cc1)C(C)C(=O)O,76.87015051977738,ChEMBL,Medium,2026-03-10,Experimental
CC(=O)Oc1ccccc1C(=O)O,69.7924855523374,ChEMBL,Medium,2026-03-10,Experimental
CN1C=NC2=C1C(=O)N(C(=O)N2C)C,97.8995916690749,ChEMBL,High,2026-03-10,Experimental
CC(C)NCC(COc1ccccc1)O,35.551534365020856,ChEMBL,Medium,2026-03-10,Experimental
CC(=O)Nc1ccc(O)cc1,87.2028810286523,ChEMBL,High,2026-03-10,Experimental
c1ccc(cc1)c2ccccc2,46.00338010613974,ChEMBL,Medium,2026-03-10,Experimental
c1ccc(cc1)c2ccc(cc2)c3ccccc3,14.09650595385291,ChEMBL,Low,2026-03-10,Experimental
CC(C)(C)c1ccc(O)cc1,27.183318990111058,ChEMBL,Low,2026-03-10,Experimental
Cc1ccccc1C(=O)O,67.65151695402679,ChEMBL,Medium,2026-03-10,Experimental
CCOc1ccc(cc1)C(=O)O,53.366610901454564,ChEMBL,Medium,2026-03-10,Experimental
CC(C)Cc1ccc(cc1)C(C)C(=O)O,82.5002804934602,ChEMBL,High,2026-03-10,Experimental
CC(=O)Oc1ccccc1C(=O)O,68.96971984121488,ChEMBL,Medium,2026-03-10,Experimental
CN1C=NC2=C1C(=O)N(C(=O)N2C)C,99.0,ChEMBL,High,2026-03-10,Experimental
CC(C)NCC(COc1ccccc1)O,40.272468465726654,ChEMBL,Medium,2026-03-10,Experimental
CC(=O)Nc1ccc(O)cc1,88.51485696463375,ChEMBL,High,2026-03-10,Experimental
c1ccc(cc1)c2ccccc2,45.20264763151802,ChEMBL,Medium,2026-03-10,Experimental
c1ccc(cc1)c2ccc(cc2)c3ccccc3,20.456564646572463,ChEMBL,Low,2026-03-10,Experimental
CC(C)(C)c1ccc(O)cc1,23.90877183034782,ChEMBL,Low,2026-03-10,Experimental
Cc1ccccc1C(=O)O,68.6492705469306,ChEMBL,Medium,2026-03-10,Experimental
CCOc1ccc(cc1)C(=O)O,61.60671260787826,ChEMBL,Medium,2026-03-10,Experimental
CC(C)Cc1ccc(cc1)C(C)C(=O)O,83.34743082513057,ChEMBL,High,2026-03-10,Experimental
CC(=O)Oc1ccccc1C(=O)O,70.80673066116168,ChEMBL,Medium,2026-03-10,Experimental
CN1C=NC2=C1C(=O)N(C(=O)N2C)C,97.54738556194232,ChEMBL,High,2026-03-10,Experimental
CC(C)NCC(COc1ccccc1)O,40.34575694273033,ChEMBL,Medium,2026-03-10,Experimental
CC(=O)Nc1ccc(O)cc1,86.42420811775285,ChEMBL,High,2026-03-10,Experimental
c1ccc(cc1)c2ccccc2,46.29314879014228,ChEMBL,Medium,2026-03-10,Experimental
c1ccc(cc1)c2ccc(cc2)c3ccccc3,11.701579744740364,ChEMBL,Low,2026-03-10,Experimental
CC(C)(C)c1ccc(O)cc1,24.312059840573202,ChEMBL,Low,2026-03-10,Experimental
Cc1ccccc1C(=O)O,55.807001429857884,ChEMBL,Medium,2026-03-10,Experimental
CCOc1ccc(cc1)C(=O)O,60.73044752601954,ChEMBL,Medium,2026-03-10,Experimental
CC(C)Cc1ccc(cc1)C(C)C(=O)O,82.8942971609374,ChEMBL,High,2026-03-10,Experimental
CC(=O)Oc1ccccc1C(=O)O,67.82694600250417,ChEMBL,Medium,2026-03-10,Experimental
CN1C=NC2=C1C(=O)N(C(=O)N2C)C,90.83954366054797,ChEMBL,High,2026-03-10,Experimental
CC(C)NCC(COc1ccccc1)O,38.585212870212644,ChEMBL,Medium,2026-03-10,Experimental
CC(=O)Nc1ccc(O)cc1,89.57604620404892,ChEMBL,High,2026-03-10,Experimental
c1ccc(cc1)c2ccccc2,47.24929815188598,ChEMBL,Medium,2026-03-10,Experimental
c1ccc(cc1)c2ccc(cc2)c3ccccc3,8.940758517244372,ChEMBL,Low,2026-03-10,Experimental
CC(C)(C)c1ccc(O)cc1,24.986513330737925,ChEMBL,Low,2026-03-10,Experimental
Cc1ccccc1C(=O)O,65.47273626990403,ChEMBL,Medium,2026-03-10,Experimental
CCOc1ccc(cc1)C(=O)O,61.00129041591178,ChEMBL,Medium,2026-03-10,Experimental
CC(C)Cc1ccc(cc1)C(C)C(=O)O,75.8289720576186,ChEMBL,Medium,2026-03-10,Experimental
CC(=O)Oc1ccccc1C(=O)O,65.0506501967155,ChEMBL,Medium,2026-03-10,Experimental
CN1C=NC2=C1C(=O)N(C(=O)N2C)C,92.83413848876847,ChEMBL,High,2026-03-10,Experimental
CC(C)NCC(COc1ccccc1)O,43.40487408467945,ChEMBL,Medium,2026-03-10,Experimental
CC(=O)Nc1ccc(O)cc1,87.60854297760977,ChEMBL,High,2026-03-10,Experimental
c1ccc(cc1)c2ccccc2,41.05982157566309,ChEMBL,Medium,2026-03-10,Experimental
c1ccc(cc1)c2ccc(cc2)c3ccccc3,17.68621113134924,ChEMBL,Low,2026-03-10,Experimental
CC(C)(C)c1ccc(O)cc1,26.178461522856754,ChEMBL,Low,2026-03-10,Experimental
Cc1ccccc1C(=O)O,60.18401799881974,ChEMBL,Medium,2026-03-10,Experimental
CCOc1ccc(cc1)C(=O)O,57.951451401367265,ChEMBL,Medium,2026-03-10,Experimental
CC(C)Cc1ccc(cc1)C(C)C(=O)O,80.27939176166488,ChEMBL,High,2026-03-10,Experimental
CC(=O)Oc1ccccc1C(=O)O,69.54279219325379,ChEMBL,Medium,2026-03-10,Experimental
CN1C=NC2=C1C(=O)N(C(=O)N2C)C,91.21123434888959,ChEMBL,High,2026-03-10,Experimental
CC(C)NCC(COc1ccccc1)O,38.79396111448776,ChEMBL,Medium,2026-03-10,Experimental
CC(=O)Nc1ccc(O)cc1,85.71270345340841,ChEMBL,High,2026-03-10,Experimental
c1ccc(cc1)c2ccccc2,44.63300435388418,ChEMBL,Medium,2026-03-10,Experimental
c1ccc(cc1)c2ccc(cc2)c3ccccc3,12.389847657534276,ChEMBL,Low,2026-03-10,Experimental
CC(C)(C)c1ccc(O)cc1,21.66575902616932,ChEMBL,Low,2026-03-10,Experimental
